Year,LocationAbbr,LocationDesc,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Number,WeightedNumber,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.9,2501,692093,12.2,13.5,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,78.1,4021,7326138,76.6,79.5,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.1,1326,298916,21.5,24.7,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,7.9,1152,396168,7.3,8.6,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,20.2,2153,742993,18.9,21.6,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,191,329906,2.7,3.9,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,8.3,919,309241,7.5,9.2,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.8,3856,528509,5.6,6.1,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,65.4,4977,2125186,63.8,67,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.5,684,232893,4,5,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.7,5832,538345,24,25.5,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.7,844,80222,3.4,4,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.4,1777,1701675,3.9,4.8,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,6.1,644,221231,5.3,7,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,2.7,250,70474,2.4,3.2,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.3,2618,468337,5,5.7,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.1,386,83039,5.3,7,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23.6,10088,9050195,22.7,24.5,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.2,979,280762,4.8,5.7,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.7,572,207070,5,6.6,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.6,31015,6609201,77,78.2,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.3,1386,1309901,2.9,3.7,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,25.5,4060,1299671,24.5,26.5,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,270,81885,2.7,3.8,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.6,809,1213706,10.6,12.7,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,826,71888,3,3.5,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.3,242,427982,3.5,5.2,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.4,26011,27976865,75.5,77.3,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.9,1341,2183747,20.5,23.4,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,12,1378,581432,11.2,12.8,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,16.1,1327,541818,14.8,17.5,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.8,6138,881682,9.4,10.1,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,75.3,14874,1536747,74.5,76,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.4,192,45055,2.8,4.2,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.5,448,116580,8.3,10.7,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6,1347,130060,5.6,6.5,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,10.2,962,357183,9.2,11.3,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.3,1742,295466,3.1,3.6,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.3,3504,3805957,9.6,11,Overall,Overall
2017,KY,Kentucky,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,34.6,3400,1219322,33,36.2,Overall,Overall
2022,HHS1,HHS Region 1,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,4.7,2471,581072,4.4,5.1,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,22.4,11569,1958262,21.8,23,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.3,1765,146372,5.9,6.7,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,74.5,9218,3580918,73.5,75.5,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77,5468,1770981,75.8,78.1,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,76.9,3435,939659,75.3,78.5,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.6,654,224661,8.7,10.5,Overall,Overall
2017,ID,Idaho,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.8,730,146457,9.8,11.9,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,3.2,288,349219,2.8,3.7,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,5.7,2346,2189566,5.2,6.3,Overall,Overall
2017,IN,Indiana,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.9,655,202253,3.5,4.3,Overall,Overall
2017,HHS8,HHS Region 8,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,9.8,3810,837223,9.3,10.3,Overall,Overall
2017,KS,Kansas,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,12.4,3414,283497,11.9,12.9,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,8.6,410,816885,7.6,9.8,Overall,Overall
2017,IL,Illinois,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.4,376,628124,5.6,7.3,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,23,1985,574506,21.9,24.2,Overall,Overall
2017,HHS9,HHS Region 9,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,11.1,5568,4472917,10.5,11.8,Overall,Overall
2017,IA,Iowa,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.2,450,148195,5.5,7,Overall,Overall
2017,LA,Louisiana,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7,343,249305,6.1,8,Overall,Overall
2017,MN,Minnesota,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.7,4333,945339,20.9,22.6,Overall,Overall
2017,ME,Maine,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.1,692,65482,4.5,5.7,Overall,Overall
2017,MI,Michigan,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,28.2,3296,2238167,27.1,29.4,Overall,Overall
2017,MD,Maryland,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.5,2066,517105,9.7,11.3,Overall,Overall
2017,MD,Maryland,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,4.8,928,232639,4.2,5.4,Overall,Overall
2017,ME,Maine,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,6.5,687,71491,5.7,7.4,Overall,Overall
2017,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,3.2,284,186638,2.7,3.8,Overall,Overall
2017,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3.9,300,224408,3.3,4.7,Overall,Overall
2017,MN,Minnesota,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,2.7,566,118989,2.4,3,Overall,Overall
2017,MN,Minnesota,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,3,586,130493,2.6,3.3,Overall,Overall
2017,MS,Mississippi,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,66.5,3015,1390077,64.3,68.5,Overall,Overall
2017,MS,Mississippi,Disability status and types among adults 18 years of age or older,Vision Disability,%,Age-adjusted Prevalence,7.3,404,163650,6.3,8.4,Overall,Overall
2017,MI,Michigan,Disability status and types among adults 18 years of age or older,Independent Living Disability,%,Age-adjusted Prevalence,8.3,873,655225,7.6,9.1,Overall,Overall
2017,MS,Mississippi,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,6.3,406,146969,5.4,7.2,Overall,Overall
2017,MI,Michigan,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,13.8,1293,1027810,12.9,14.8,Overall,Overall
2017,MS,Mississippi,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,15.6,630,332799,13.9,17.5,Overall,Overall
2017,ME,Maine,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.9,6961,798478,76.4,79.3,Overall,Overall
2017,MD,Maryland,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,21.5,3382,1001840,20.3,22.8,Overall,Overall
2017,MA,Massachusetts,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,77.1,4878,3981362,75.4,78.7,Overall,Overall
2017,LA,Louisiana,Disability status and types among adults 18 years of age or older,Self-care Disability,%,Age-adjusted Prevalence,5.5,306,197574,4.8,6.3,Overall,Overall
2017,MA,Massachusetts,Disability status and types among adults 18 years of age or older,Cognitive Disability,%,Age-adjusted Prevalence,10.3,630,542200,9,11.6,Overall,Overall
2017,MN,Minnesota,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.5,2230,437020,9,10.1,Overall,Overall
2017,LA,Louisiana,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,67.7,2951,2251653,65.9,69.4,Overall,Overall
2017,LA,Louisiana,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,16.8,972,615288,15.6,18.1,Overall,Overall
2017,ME,Maine,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,9.5,1348,119994,8.7,10.4,Overall,Overall
2017,MS,Mississippi,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,17.5,1143,406839,16.1,18.9,Overall,Overall
2017,MI,Michigan,Disability status and types among adults 18 years of age or older,No Disability,%,Age-adjusted Prevalence,71.8,7232,5248778,70.6,72.9,Overall,Overall
